,TAG_NUMBER,catchAREA,DATE,BOAT,GearType,Company,Catch.t,dataorigin,id,
1090,435502,German Bank,2016-09-13,Lady Janice II,Purse Seine,Connors,NA,rawReturn.csv,2016-09-13 Lady Janice II,
1091,436142,Northeast Bank,2016-09-02,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2016-09-02 Canada 100,
1092,436331,Northeast Bank,2016-09-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2016-09-06 Brunswick Provider,
1093,437173,German Bank,2016-09-13,Lady Janice II,Purse Seine,Sealife,NA,rawReturn.csv,2016-09-13 Lady Janice II,
1094,437718,North West Ledge,2016-10-03,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2016-10-03 Brunswick Provider,
1095,437865,German Bank,2016-08-22,Lady Melissa,Purse Seine,Sealife,NA,rawReturn.csv,2016-08-22 Lady Melissa,
1096,438411,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1097,438662,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1098,438666,Prong,2019-06-20,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-20 Brunswick Provider,
1099,438680,Scots Bay,2019-06-24,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-06-24 Canada 100,
1100,438687,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1101,438742,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1102,438877,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1103,438889,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1104,438897,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1105,438969,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1106,439800,Northeast Bank,2017-09-26,Brunswick Provider,Purse Seine,Connors ,NA,rawReturn.csv,2017-09-26 Brunswick Provider,
1107,440021,German Bank,2016-08-15,Sealife II,Purse Seine,Comeau Sea Foods,NA,rawReturn.csv,2016-08-15 Sealife II,
1108,440150,North West Ledge,2016-10-04,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2016-10-04 Brunswick Provider,
1109,440222,White Head,2016-10-31,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2016-10-31 Canada 100,
1110,440261,Scots Bay,2016-08-16,Lady Melissa,Purse Seine,Connors,NA,rawReturn.csv,2016-08-16 Lady Melissa,
1111,440457,German Bank,2016-08-17,Lady Janice II,Purse Seine,Connors,NA,rawReturn.csv,2016-08-17 Lady Janice II,
1112,440591,German Bank,2016-08-25,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2016-08-25 Leroy & Barry II,
1113,440787,German Bank,2016-08-23,Sealife II,Purse Seine,Sealife,NA,rawReturn.csv,2016-08-23 Sealife II,
1114,440888,German Bank,2016-09-13,Morning Star,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2016-09-13 Morning Star,
1115,440910,German Bank,2016-08-12,Sealife II,Purse Seine,Comeau Sea Foods,NA,rawReturn.csv,2016-08-12 Sealife II,
1116,441801,Scots Bay,2019-08-05,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-05 Brunswick Provider,
1117,442133,Mumps weir Shutoff,2018-08-18,Capelco,Weir/Shut-Off,Sealife,NA,rawReturn.csv,2018-08-17 Capelco,
1118,442510,The Mumps Weir,2018-07-09,Michael Eileen,Weir,CapeBreeze,NA,rawReturn.csv,2018-07-09 Michael Eileen,
1119,442788,Mill Cove Back Bay,2018-08-10,Silver King,Shut-Off,Sealife,NA,rawReturn.csv,2018-08-10 Silver King,
1120,442815,Bradfords Cove Weir,2019-01-17,Strathburn,Weir/Shut-Off,Connors,NA,rawReturn.csv,2019-01-17 Strathburn,
1121,443903,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1122,443922,Prong,2019-06-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Brunswick Provider,
1123,443926,Prong,2019-06-19,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-06-19 Canada 100,
1124,443946,Prong,2019-06-06,Fundy Monarch,Purse Seine,Connors,NA,rawReturn.csv,2019-06-06 Fundy Monarch,
1125,443959,Flagg Cove,2019-08-28,Andrew & Deane,Weir,Connors,NA,rawReturn.csv,2019-08-28 Andrew & Deane,
1126,443983,Prong,2019-06-21,Fundy Monarch,Purse Seine,Connors,NA,rawReturn.csv,2019-06-21 Fundy Monarch,
1127,444649,Northeast Bank,2017-09-19,Margaret Elizabeth,Purse Seine,Connors ,NA,rawReturn.csv,2017-09-19 Margaret Elizabeth,
1128,444728,Bradfords Cove Weir,2017-09-12,Senator Neil,Weir,Connors ,NA,rawReturn.csv,2017-09-12 Senator Neil,
1129,445100,Prong,2019-06-20,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-06-20 Canada 100,
1130,445366,Campobello Ship Head Weir,2019-01-17,Capelco,Weir/Shut-Off,Connors,NA,rawReturn.csv,2019-01-17 Capelco,
1131,445793,McDormant Patch,2019-09-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-06 Brunswick Provider,
1132,446597,Sandy Cove NS,2019-07-11,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-07-11 Canada 100,
1133,448003,German Bank,2017-07-27,Margaret Elizabeth,Purse Seine,Connors ,NA,rawReturn.csv,2017-07-27 Margaret Elizabeth,
1134,448029,Scots Bay,2017-08-14,Canada 100,Purse Seine,Connors ,NA,rawReturn.csv,2017-08-14 Canada 100,
1135,448030,Scots Bay,2017-08-27,Lady Janice II,Purse Seine,Comeau Sea Foods,NA,rawReturn.csv,2017-08-27 Lady Janice II,
1136,448191,Trinity,2017-07-14,Silver Harvester,Purse Seine,CapeBreeze,NA,rawReturn.csv,2017-07-14 Silver Harvester,
1137,448505,Scots Bay,2017-08-13,Brunswick Provider,Purse Seine,Connors ,NA,rawReturn.csv,2017-08-13 Brunswick Provider,
1138,448906,Scots Bay,2017-07-29,Brunswick Provider,Purse Seine,Connors ,NA,rawReturn.csv,2017-07-29 Brunswick Provider,
1139,449347,Mill Cove Back Bay,2018-08-13,Andrew & Deane,Shut-Off,Sealife,NA,rawReturn.csv,2018-08-13 Andrew & Deane,
1140,449455,Grand Manan Mumps Weir,2019-01-08,Capelco,Weir/Shut-Off,Connors,NA,rawReturn.csv,2019-01-08 Capelco,
1141,449786,Money Cove Weir,2018-08-07,Andrew & Deane,Weir,Sealife,NA,rawReturn.csv,2018-08-07 Andrew & Deane,
1142,450446,Money Cove Weir,2018-07-29,Andrew & Deane,Weir,CapeBreeze,NA,rawReturn.csv,2018-07-29 Andrew & Deane,
1143,450645,Grand Manan Mumps Weir,2019-01-08,Capelco,Weir/Shut-Off,Connors,NA,rawReturn.csv,2019-01-08 Capelco,
1144,450689,Money Cove Weir,2018-08-06,Michael Eileen,Weir,Sealife,NA,rawReturn.csv,2018-08-06 Michael Eileen,
1145,450805,Campobello North Road Shut Off,2019-01-16,Capelco,Weir/Shut-Off,Connors,NA,rawReturn.csv,2019-01-16 Capelco,
1146,452321,Chattis Point,2019-08-28,Caroline B,Weir,Connors,NA,rawReturn.csv,2019-08-28 Caroline B,
1147,452393,Sandy Cove NS,2019-07-10,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-07-10 Brunswick Provider,
1148,452549,Scots Bay,2019-09-02,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-09-02 Canada 100,
1149,452653,Flagg Cove,2019-08-30,Capelco,Weir,Connors,NA,rawReturn.csv,2019-08-30 Capelco,
1150,452940,Scots Bay,2019-08-19,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-19 Brunswick Provider,
1151,453163,Long Island,2018-06-01,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2018-06-01 Canada 100,
1152,453773,Scots Bay,2018-08-06,Morning Star,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2018-08-06 Morning Star,
1153,455068,Sandy Cove NS,2019-08-20,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-20 Brunswick Provider,
1154,455086,Scots Bay,2019-07-22,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2019-07-22 Leroy & Barry II,
1155,455133,Scots Bay,2019-07-22,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2019-07-22 Leroy & Barry II,
1156,455193,Scots Bay,2019-07-22,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2019-07-22 Leroy & Barry II,
1157,455333,McDormant Patch,2019-08-01,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-01 Brunswick Provider,
1158,455355,Scots Bay,2019-07-22,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2019-07-22 Leroy & Barry II,
1159,455602,Sandy Cove NS,2019-08-20,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-20 Brunswick Provider,
1160,455750,McDormant Patch,2019-09-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-06 Brunswick Provider,
1161,455887,Scots Bay,2019-09-16,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-09-16 Canada 100,
1162,455889,Scots Bay,2019-09-03,Lady Janice II,Purse Seine,Comeau Sea Foods,NA,rawReturn.csv,2019-09-03 Lady Janice II,
1163,455976,Sandy Cove NS,2019-08-20,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-20 Brunswick Provider,
1164,456401,Sandy Cove NS,2019-08-28,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-08-28 Canada 100,
1165,456629,Seelys Head,2019-09-05,Senator Neil,Weir,Connors,NA,rawReturn.csv,2019-09-05 Senator Neil,
1166,457452,Northeast Bank,2017-09-12,Canada 100,Purse Seine,Connors ,NA,rawReturn.csv,2017-09-12 Canada 100,
1167,457506,German Bank,2017-08-17,Brunswick Provider,Purse Seine,Connors ,NA,rawReturn.csv,2017-08-17 Brunswick Provider,
1168,457674,German Bank,2017-07-27,Lady Melissa,Purse Seine,Comeau Sea Foods,NA,rawReturn.csv,2017-07-27 Lady Melissa,
1169,458234,German Bank,2017-09-11,Margaret Elizabeth,Purse Seine,Connors ,NA,rawReturn.csv,2017-09-11 Margaret Elizabeth,
1170,459121,Scots Bay,2019-07-22,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-07-22 Brunswick Provider,
1171,459126,White Head,2019-07-23,Fundy Monarch,Purse Seine,Connors,NA,rawReturn.csv,2019-07-23 Fundy Monarch,
1172,459313,Sandy Cove NS,2019-09-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-06 Brunswick Provider,
1173,459364,Sandy Cove NS,2019-08-29,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-29 Brunswick Provider,
1174,459394,Sandy Cove NS,2019-08-28,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-08-28 Canada 100,
1175,459473,Long Island,2019-08-19,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,rawReturn.csv,2019-08-19 Leroy & Barry II,
1176,459703,Scots Bay,2019-08-21,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-21 Brunswick Provider,
1177,459943,Scots Bay,2019-09-02,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-09-02 Canada 100,
1178,459975,Scots Bay,2019-09-03,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-03 Brunswick Provider,
1179,459985,Scots Bay,2019-09-04,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-09-04 Canada 100,
1180,460003,Sandy Cove NS,2019-09-06,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-06 Brunswick Provider,
1181,460094,Sandy Cove NS,2019-08-20,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-08-20 Brunswick Provider,
1182,460183,Sandy Cove NS,2019-09-17,Brunswick Provider,Purse Seine,Connors,NA,rawReturn.csv,2019-09-17 Brunswick Provider,
1183,460329,McDormant Patch,2019-09-06,Canada 100,Purse Seine,Connors,NA,rawReturn.csv,2019-09-06 Canada 100,
1184,444659,Northeast Bank,2017-09-19,Margaret Elizabeth,N/A,,NA,DFOmailedin2023.csv,2017-09-19 Margaret Elizabeth,
1185,439808,Northeast Bank,2017-09-26,Brunswick Provider,N/A,,NA,DFOmailedin2023.csv,2017-09-26 Brunswick Provider,
1186,461393,Scots Bay,2018-09-04,Morning Star,Purse Seine,Scotia Gardens,NA,DFOmailedin2023.csv,2018-09-04 Morning Star,
1187,459573,Leroy Island Shore (4WX),2019-08-19,Leroy & Barry II,Purse Seine,Scotia Gardens,NA,DFOmailedin2023.csv,2019-08-19 Leroy & Barry II,
1188,550159,Scots Bay,2020-08-11,Morning Star,Purse Seine,Cape Breeze Seafoods,NA,DFOmailedin2023.csv,2020-08-11 Morning Star,
1189,522937,Scots Bay,2022-08-18,Morning Star,Purse Seine,,113,DFOmailedin2023.csv,2022-08-18 Morning Star,
1190,488050,Scots Bay,2021-09-01,Fundy Monarch,Purse Seine,Cape Breeze,51,Mail in Tag Returns.csv,2021-09-01 Fundy Monarch,
1191,488122,Scots Bay,2021-09-01,Fundy Monarch,Purse Seine,Cape Breeze,51,Mail in Tag Returns.csv,2021-09-01 Fundy Monarch,
1192,488142,Scots Bay,2021-09-01,Morning Star,Purse Seine,Cape Breeze,78,Mail in Tag Returns.csv,2021-09-01 Morning Star,
1193,494926,Scots Bay,2021-09-01,Fundy Monarch,Purse Seine,Cape Breeze,51,Mail in Tag Returns.csv,2021-09-01 Fundy Monarch,
1194,494947,Scots Bay,2021-09-01,Morning Star,Purse Seine,Cape Breeze,78,Mail in Tag Returns.csv,2021-09-01 Morning Star,
1195,493430,German Bank,2021-11-03,Brunswick Provider,Purse Seine,Cape Breeze,143,Mail in Tag Returns.csv,2021-11-03 Brunswick Provider,
1196,488738,German Bank,2021-09-09,Morning Star,Purse Seine,Cape Breeze,67,Mail in Tag Returns.csv,2021-09-09 Morning Star,
1197,453405,Scots Bay,2023-04-19,Found,N/A,N/A,NA,Tag returns from website or email 2025 Draw.xlxs,2023-04-19 Lady Janice II,
1198,498968,German Bank,2022-10-11,Unknown,Purse Seine,Connors,,Tag returns from website or email 2024 Draw.xlxs,2022-10-11 Unknown,
1199,551485,Gannet Dry Ledge,2022-07-14,Unknown,Purse Seine,Connors,,Tag returns from website or email 2024 Draw.xlxs,2022-07-14 Unknown,
1200,577836,Scots Bay,2023-09-11,Lady Melissa,Purse Seine,Comeaus,,Tag returns from website or email 2024 Draw.xlxs,2023-09-11 Lady Melissa,
1201,468757,The Patch ,2023-07-02,Morning Star,Purse Seine,Scotia Gardens,63,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-02 Morning Star,
1202,497303,Scots Bay,2023-07-03,Leroy & Barry,Purse Seine,Scotia Gardens,63,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-03 Leroy & Barry,
1203,497202,Scots Bay,2023-07-03,Leroy & Barry,Purse Seine,Scotia Gardens,63,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-03 Leroy & Barry,
1204,497450,White Head,2023-07-11,Leroy & Barry,Purse Seine,Scotia Gardens,65,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-11 Leroy & Barry,
1205,524812,Grand Manan,2023-07-20,Leroy & Barry,Purse Seine,Scotia Gardens,62,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-20 Leroy & Barry,
1206,559016,Grand Manan,2023-07-20,Leroy & Barry,Purse Seine,Scotia Gardens,62,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-07-20 Leroy & Barry,
1207,471228,German Bank,2023-08-24,Leroy & Barry,Purse Seine,Scotia Gardens,60,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-24 Leroy & Barry,
1208,471237,Seal Island,2023-08-24,Morning Star,Purse Seine,Scotia Gardens,20,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-24 Morning Star,
1209,521280,Seal Island,2023-08-24,Morning Star,Purse Seine,Scotia Gardens,20,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-24 Morning Star,
1210,500644,Scots Bay,2023-08-29,Morning Star,Purse Seine,Scotia Gardens,69,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-29 Morning Star,
1211,564113,Scots Bay,2023-08-29,Morning Star,Purse Seine,Scotia Gardens,69,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-29 Morning Star,
1212,572422,Scots Bay,2023-08-29,Morning Star,Purse Seine,Scotia Gardens,69,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-29 Morning Star,
1213,572298,Scots Bay,2023-08-29,Morning Star,Purse Seine,Scotia Gardens,69,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-29 Morning Star,
1214,564084,Scots Bay,2023-08-29,Morning Star,Purse Seine,Scotia Gardens,69,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-08-29 Morning Star,
1215,593116,Northeast Bank,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-01 Leroy & Barry,
1216,559359,Northeast Bank,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-01 Leroy & Barry,
1217,501835,Northeast Bank,2023-09-01,Leroy & Barry,Purse Seine,Scotia Gardens,66,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-01 Leroy & Barry,
1218,577024,German Bank,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-05 Leroy & Barry,
1219,467003,German Bank,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-05 Leroy & Barry,
1220,577080,German Bank,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-05 Leroy & Barry,
1221,498467,German Bank,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-05 Leroy & Barry,
1222,577167,German Bank,2023-09-05,Leroy & Barry,Purse Seine,Scotia Gardens,116,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-05 Leroy & Barry,
1223,578643,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1224,532001,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1225,567542,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1226,578658,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1227,577160,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,98,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1228,577260,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,98,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1229,532020,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1230,567576,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1231,567454,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1232,532029,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1233,532110,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1234,567443,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1235,567494,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1236,567475,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1237,577724,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1238,528099,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1239,567624,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1240,567481,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1241,577411,German Bank,2023-09-06,Leroy & Barry,Purse Seine,Scotia Gardens,102,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-06 Leroy & Barry,
1242,528138,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1243,567369,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1244,577185,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1245,528133,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1246,567416,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1247,578599,German Bank,2023-09-07,Leroy & Barry,Purse Seine,Scotia Gardens,110,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-07 Leroy & Barry,
1248,502038,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1249,567078,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1250,471622,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1251,471763,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1252,471817,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1253,567228,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1254,564912,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1255,564820,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1256,564499,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1257,564525,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1258,567237,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1259,567203,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1260,564954,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1261,567113,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1262,471890,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1263,572459,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1264,471797,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1265,471910,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1266,564874,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1267,569124,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1268,564657,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1269,567151,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
1270,564811,Scots Bay,2023-09-08,Morning Star,Purse Seine,Scotia Gardens,119,Scotia Garden Herring Research Tags Collected Information 2023.xlsx,2023-09-08 Morning Star,
