Survey,Tow,Survey_Date,Collection_Date,Ground,Length_Pixel,Length_mm,Yolk_sac,Preservative
6,14,2019-09-13,2019-09-13,Seal Island,,11.83,,70% Alcohol
1,1,2017-06-21,2017-06-22,Scots Bay,95,11.875,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,95,11.875,,4% Formalin
3,6,2019-07-06,2019-07-06,Scots Bay,,11.98,,70% Alcohol
1,1,2017-06-21,2017-06-22,Scots Bay,96,12,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,96,12,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,96,12,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,97,12.125,,4% Formalin
8,13,2019-09-15,2019-09-15,Scots Bay,,12.16,,70% Alcohol
1,1,2017-06-21,2017-06-22,Scots Bay,98,12.25,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,98,12.25,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,98,12.25,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,98,12.25,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,99,12.375,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,99,12.375,,4% Formalin
6,12,2019-10-13,2019-10-13,Seal Island,,12.48,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,100,12.5,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,100,12.5,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,100,12.5,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,100,12.5,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,100,12.5,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,100,12.5,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,101,12.625,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,101,12.625,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,101,12.625,,4% Formalin
3,2,2017-07-15,2017-07-15,Scots Bay,101,12.625,,4% Formalin
1,1,2019-06-08,2019-06-08,Scots Bay,,12.66,,70% Alcohol
7,6,2017-09-08,2017-09-08,Scots Bay,102,12.75,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,104,13,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,105,13.125,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,106,13.25,,4% Formalin
3,6,2019-07-06,2019-07-06,Scots Bay,,13.48,,70% Alcohol
1,1,2017-06-21,2017-06-22,Scots Bay,108,13.5,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,108,13.5,,4% Formalin
3,2,2017-07-15,2017-07-15,Scots Bay,108,13.5,,4% Formalin
1,1,2017-06-21,2017-06-22,Scots Bay,110,13.75,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,112,14,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,114,14.25,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,115,14.375,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,115,14.375,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,117,14.625,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,120,15,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,120,15,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,120,15,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,121,15.125,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,124,15.5,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,125,15.625,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,125,15.625,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,126,15.75,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,126,15.75,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,127,15.875,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,127,15.875,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,130,16.25,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,133,16.625,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,133,16.625,,4% Formalin
5,8,2019-08-04,2019-08-04,Scots Bay,,16.8,,70% Alcohol
7,6,2017-09-08,2017-09-08,Scots Bay,135,16.875,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,137,17.125,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,139,17.375,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,139,17.375,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,141,17.625,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,142,17.75,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,147,18.375,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,152,19,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,152,19,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,155,19.375,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,160,20,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,162,20.25,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,163,20.375,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,165,20.625,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,167,20.875,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,168,21,,4% Formalin
6,5,2017-08-26,2017-08-26,Scots Bay,169,21.125,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,172,21.5,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,172,21.5,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,172,21.5,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,173,21.625,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,174,21.75,,4% Formalin
6,5,2017-08-26,2017-08-26,Scots Bay,175,21.875,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,176,22,,4% Formalin
5,4,2017-08-13,2017-08-13,Scots Bay,179,22.375,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,182,22.75,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,185,23.125,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,186,23.25,,4% Formalin
7,6,2017-09-08,2017-09-08,Scots Bay,193,24.125,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,209,26.125,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,216,27,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,225,28.125,,4% Formalin
4,3,2017-07-29,2017-07-29,Scots Bay,235,29.375,,4% Formalin
