id,id,Region_ID,Region_name,Region_class,Process_ID,Interval,Layer,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,PRC_ABC,Frequency,Region_notes
194,194,4,LM_T04,Transect,3119,285,1,34.451074,24921,25148,284002.6679,284996.6657,20240506, 02:40:42.2320,20240506, 02:44:29.2330,45.13327963,-65.15144635,45.12978281,-65.16292699,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,8.57642E-06,38,
195,195,4,LM_T04,Transect,3119,286,1,30.183799,25149,25382,285002.9712,285998.5341,20240506, 02:44:30.2320,20240506, 02:48:23.2330,45.12976307,-65.16300209,45.12615461,-65.17445805,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.07039E-05,38,
196,196,4,LM_T04,Transect,3119,287,1,30.725705,25383,25621,286003.0356,286998.5782,20240506, 02:48:24.2320,20240506, 02:52:22.2320,45.12613966,-65.17451122,45.12240613,-65.18590072,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.14486E-05,38,
197,197,4,LM_T04,Transect,3119,288,1,33.24526,25622,25863,287000.948,287999.8466,20240506, 02:52:23.2330,20240506, 02:56:24.2340,45.1223911,-65.18592187,45.11856425,-65.19725573,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.78093E-05,38,
198,198,4,LM_T04,Transect,3119,289,1,36.667355,25864,26096,288004.4132,288996.3979,20240506, 02:56:25.2330,20240506, 03:00:17.2320,45.11854757,-65.19730876,45.11459765,-65.20853218,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.02713E-05,38,
199,199,4,LM_T04,Transect,3119,290,1,39.142749,26097,26346,289000.8965,289999.3223,20240506, 03:00:18.2330,20240506, 03:04:27.2320,45.11458107,-65.20858426,45.11058266,-65.21976247,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,2.01979E-05,38,
200,200,4,LM_T04,Transect,3119,291,1,41.188033,26347,26591,290003.8602,290998.5475,20240506, 03:04:28.2320,20240506, 03:08:32.2320,45.11056762,-65.21981593,45.10641409,-65.23083274,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.90614E-05,38,
201,201,4,LM_T04,Transect,3119,292,1,42.829642,26592,26820,291003.218,291998.8164,20240506, 03:08:33.2320,20240506, 03:12:21.2320,45.10639578,-65.23088597,45.10209403,-65.24188107,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,1.20643E-05,38,
202,202,4,LM_T04,Transect,3119,293,1,41.980732,26821,27047,292003.3588,292998.863,20240506, 03:12:22.2330,20240506, 03:16:08.2320,45.10207563,-65.24193259,45.09770191,-65.2528584,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,7.69488E-06,38,
203,203,4,LM_T04,Transect,3119,294,1,40.552534,27048,27273,293003.5697,293998.3684,20240506, 03:16:09.2320,20240506, 03:19:54.2320,45.09768041,-65.25290992,45.09319862,-65.26374356,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.43874E-06,38,
204,204,4,LM_T04,Transect,3119,295,1,40.168012,27274,27500,294003.0315,294999.8134,20240506, 03:19:55.2440,20240506, 03:23:41.2320,45.09317842,-65.26379548,45.08869524,-65.27463402,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,5.85881E-06,38,
205,205,4,LM_T04,Transect,3119,296,1,40.795259,27501,27731,295004.3711,295998.8141,20240506, 03:23:42.2320,20240506, 03:27:32.2320,45.08867671,-65.27468566,45.08428338,-65.28555764,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.50714E-06,38,
206,206,4,LM_T04,Transect,3119,297,1,41.098668,27732,27934,296003.5423,296872.9818,20240506, 03:27:33.2320,20240506, 03:30:55.2320,45.08426344,-65.28561069,45.08042519,-65.2951106,14.0.206.0,20240514, 11:11:14.0480,LM_May05_2024,6.11618E-06,38,
207,207,1,MS_T01,Transect,3120,9,1,28.904437,1674,1726,8777.388748,8998.09405,20240505, 19:42:31.8320,20240505, 19:43:23.8350,45.1662122,-65.22564514,45.16728662,-65.22348539,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.93183E-07,38,
208,208,1,MS_T01,Transect,3120,10,1,28.757677,1727,1974,9001.736751,9998.168997,20240505, 19:43:24.8350,20240505, 19:47:31.8350,45.16730651,-65.22345082,45.17149063,-65.21269726,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.59604E-07,38,
209,209,1,MS_T01,Transect,3120,11,1,34.163009,1975,2221,10002.46873,10998.27386,20240505, 19:47:32.8350,20240505, 19:51:38.8350,45.17151007,-65.21265117,45.17576872,-65.20195297,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.52438E-07,38,
210,210,1,MS_T01,Transect,3120,12,1,33.982042,2222,2446,11002.84035,11997.42126,20240505, 19:51:39.8350,20240505, 19:55:23.8340,45.17578561,-65.20190045,45.17983912,-65.19106918,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.1975E-07,38,
211,211,1,MS_T01,Transect,3120,13,1,32.39022,2447,2674,12001.66706,12997.94247,20240505, 19:55:24.8340,20240505, 19:59:11.8340,45.17985763,-65.19102336,45.18381311,-65.18008702,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.75661E-07,38,
212,212,1,MS_T01,Transect,3120,14,1,34.389439,2675,2903,13002.37176,13997.16872,20240505, 19:59:12.8340,20240505, 20:03:00.8350,45.18382971,-65.18003694,45.18766271,-65.16906379,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.95039E-07,38,
213,213,1,MS_T01,Transect,3120,15,1,35.399269,2904,3137,14000.36181,14996.81318,20240505, 20:03:01.8350,20240505, 20:06:54.8350,45.18768083,-65.16903607,45.19147623,-65.15799974,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.10983E-07,38,
214,214,1,MS_T01,Transect,3120,16,1,34.998875,3138,3368,15001.45009,15995.68005,20240505, 20:06:55.8450,20240505, 20:10:45.8350,45.191493,-65.157946,45.19535564,-65.14695407,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.60042E-07,38,
215,215,1,MS_T01,Transect,3120,17,1,31.749293,3369,3589,16000.1392,16999.85021,20240505, 20:10:46.8360,20240505, 20:14:26.8330,45.19537431,-65.14690407,45.19916619,-65.13575143,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.04178E-07,38,
216,216,1,MS_T01,Transect,3120,18,1,26.413296,3590,3808,17004.19385,17996.7512,20240505, 20:14:27.8340,20240505, 20:18:05.8350,45.1991831,-65.13570196,45.20285651,-65.12460367,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.11373E-07,38,
217,217,1,MS_T01,Transect,3120,19,1,25.991864,3809,4037,18001.40073,18997.70139,20240505, 20:18:06.8340,20240505, 20:21:54.8350,45.20287332,-65.12454977,45.20655792,-65.11331929,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.8413E-07,38,
218,218,1,MS_T01,Transect,3120,20,1,29.854696,4038,4271,19002.33198,19998.65803,20240505, 20:21:55.8340,20240505, 20:25:48.8350,45.20657478,-65.11326586,45.21027063,-65.10202126,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.09274E-07,38,
219,219,1,MS_T01,Transect,3120,21,1,30.915979,4272,4502,20003.59169,20997.55479,20240505, 20:25:49.8360,20240505, 20:29:39.8360,45.21028538,-65.10196718,45.21398018,-65.09080123,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.39169E-07,38,
220,220,1,MS_T01,Transect,3120,22,1,31.830867,4503,4727,21001.9553,21999.06276,20240505, 20:29:40.8360,20240505, 20:33:24.8350,45.21399676,-65.09075078,45.21760033,-65.07944156,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.11107E-07,38,
221,221,1,MS_T01,Transect,3120,23,1,33.346707,4728,4956,22003.21614,22997.20286,20240505, 20:33:25.8360,20240505, 20:37:13.8340,45.21761698,-65.07939474,45.2212317,-65.06815931,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.03395E-07,38,
222,222,1,MS_T01,Transect,3120,24,1,32.681882,4957,5186,23001.52342,23999.60693,20240505, 20:37:14.8340,20240505, 20:41:03.8340,45.22124686,-65.06810874,45.2248786,-65.05676273,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.59079E-07,38,
223,223,1,MS_T01,Transect,3120,25,1,30.767838,5187,5413,24004.25565,24998.26149,20240505, 20:41:04.8340,20240505, 20:44:50.8340,45.22489564,-65.05670895,45.22862725,-65.04561523,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.30112E-07,38,
224,224,1,MS_T01,Transect,3120,26,1,28.745839,5414,5638,25002.80299,25997.17334,20240505, 20:44:51.8340,20240505, 20:48:35.8340,45.22864715,-65.04556537,45.2322195,-65.03426595,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.45557E-07,38,
225,225,1,MS_T01,Transect,3120,27,1,26.065717,5639,5861,26000.95226,26998.62798,20240505, 20:48:36.8340,20240505, 20:52:18.8340,45.23223111,-65.0342211,45.23436278,-65.02202556,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.23685E-07,38,
226,226,1,MS_T01,Transect,3120,33,1,25.016834,6966,7189,32002.07628,32996.83751,20240505, 21:10:43.8350,20240505, 21:14:26.8350,45.25213478,-64.96903514,45.25756167,-64.95972667,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.60619E-06,38,
227,227,1,MS_T01,Transect,3120,34,1,25.739713,7190,7408,33001.58539,33999.60739,20240505, 21:14:27.8350,20240505, 21:18:05.8350,45.25758157,-64.95967364,45.26176339,-64.94878657,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.15981E-06,38,
228,228,1,MS_T01,Transect,3120,35,1,26.521101,7409,7627,34003.80746,34999.58119,20240505, 21:18:06.8340,20240505, 21:21:44.8340,45.26178164,-64.94874007,45.26613012,-64.93809809,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.57241E-07,38,
229,229,1,MS_T01,Transect,3120,36,1,27.266688,7628,7848,35004.21059,35998.29825,20240505, 21:21:45.8360,20240505, 21:25:25.8340,45.2661501,-64.9380465,45.27040175,-64.92742488,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,9.74149E-08,38,
230,230,1,MS_T01,Transect,3120,37,1,27.66101,7849,8079,36003.29954,36995.30571,20240505, 21:25:26.8340,20240505, 21:29:16.8340,45.2704252,-64.92737121,45.27484495,-64.91679682,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.41374E-07,38,
231,231,1,MS_T01,Transect,3120,38,1,27.462339,8080,8312,37000.17985,37998.26625,20240505, 21:29:17.8480,20240505, 21:33:09.8340,45.27486372,-64.91674089,45.2793736,-64.90619113,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.6961E-07,38,
232,232,1,MS_T01,Transect,3120,39,1,27.165089,8313,8547,38001.35968,38998.21889,20240505, 21:33:10.8350,20240505, 21:37:04.8340,45.2793938,-64.90616572,45.28396039,-64.89569412,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0.002251723,38,
233,233,1,MS_T01,Transect,3120,40,1,27.743518,8548,8778,39003.08694,39998.19391,20240505, 21:37:05.8450,20240505, 21:40:55.8350,45.28397726,-64.89563727,45.28856565,-64.88525702,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0.000276661,38,
234,234,1,MS_T01,Transect,3120,41,1,27.554629,8779,9014,40001.41818,40998.689,20240505, 21:40:56.8360,20240505, 21:44:51.8340,45.28858741,-64.88523209,45.29284892,-64.87453201,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.3567E-05,38,
235,235,1,MS_T01,Transect,3120,42,1,26.39715,9015,9260,41003.30847,41996.54858,20240505, 21:44:52.8450,20240505, 21:48:57.8340,45.2928657,-64.87447842,45.29703403,-64.86367827,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0.000562567,38,
236,236,1,MS_T01,Transect,3120,43,1,25.236603,9261,9498,42001.5516,42999.49576,20240505, 21:48:58.8350,20240505, 21:52:58.8340,45.29705234,-64.86362015,45.30143073,-64.8530952,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0.000203632,38,
237,237,1,MS_T01,Transect,3120,44,1,22.968712,9499,9721,43004.05565,43995.96592,20240505, 21:52:59.8340,20240505, 21:56:41.8370,45.30144921,-64.85304361,45.30547433,-64.84222155,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.62698E-05,38,
238,238,1,MS_T01,Transect,3120,45,1,21.248704,9722,9965,44000.63905,44996.57155,20240505, 21:56:42.8360,20240505, 22:00:45.8340,45.30549238,-64.84216839,45.30942562,-64.83113002,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.34553E-06,38,
239,239,1,MS_T01,Transect,3120,46,1,21.583915,9966,10079,45001.00894,45462.1669,20240505, 22:00:46.8450,20240505, 22:02:39.8350,45.30943758,-64.8310765,45.31139156,-64.82617378,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.53952E-06,38,
240,240,3,MS_T02,Transect,3120,47,1,22.846195,10374,10455,46674.08375,46996.8236,20240505, 22:07:34.8350,20240505, 22:08:55.8350,45.31666826,-64.83471182,45.31524892,-64.83811883,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.09697E-06,38,
241,241,3,MS_T02,Transect,3120,48,1,19.56758,10456,10689,47001.15947,47999.95546,20240505, 22:08:56.8460,20240505, 22:12:49.8340,45.31523589,-64.83817015,45.31168738,-64.84948691,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.80125E-06,38,
242,242,3,MS_T02,Transect,3120,49,1,20.282922,10690,10925,48002.83625,48997.71591,20240505, 22:12:50.8350,20240505, 22:16:45.8460,45.31167055,-64.84951088,45.30820707,-64.86078983,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.01364E-05,38,
243,243,3,MS_T02,Transect,3120,50,1,21.960206,10926,11172,49002.41406,49999.9759,20240505, 22:16:46.8350,20240505, 22:20:52.8370,45.30819013,-64.86084443,45.30470367,-64.87219633,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.89589E-05,38,
244,244,3,MS_T02,Transect,3120,51,1,23.866069,11173,11412,50004.59475,50999.02601,20240505, 22:20:53.8360,20240505, 22:24:52.8350,45.30468727,-64.8722502,45.30123221,-64.88359749,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.30441E-05,38,
245,245,3,MS_T02,Transect,3120,52,1,25.392291,11413,11647,51003.24229,51996.19812,20240505, 22:24:53.8350,20240505, 22:28:47.8350,45.30121892,-64.88364157,45.29771381,-64.8949515,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.52809E-06,38,
246,246,3,MS_T02,Transect,3120,53,1,26.35261,11648,11881,52000.47872,52996.28937,20240505, 22:28:48.8340,20240505, 22:32:41.8340,45.29769887,-64.89500172,45.29422336,-64.90634979,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.41304E-06,38,
247,247,3,MS_T02,Transect,3120,54,1,27.218857,11882,12108,53001.21542,53999.90295,20240505, 22:32:42.8450,20240505, 22:36:28.8340,45.29420661,-64.90640041,45.29069011,-64.91778644,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.37536E-07,38,
248,248,3,MS_T02,Transect,3120,55,1,28.129709,12109,12327,54004.28666,54999.81377,20240505, 22:36:29.8340,20240505, 22:40:07.8360,45.29067335,-64.91783663,45.28719184,-64.92923762,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
249,249,3,MS_T02,Transect,3120,56,1,28.605772,12328,12549,55003.94386,55997.85689,20240505, 22:40:08.8480,20240505, 22:43:49.8360,45.28717653,-64.92928482,45.28371338,-64.94062657,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
250,250,3,MS_T02,Transect,3120,57,1,28.82397,12550,12778,56002.1595,56996.13901,20240505, 22:43:50.8350,20240505, 22:47:38.8360,45.28369869,-64.94067682,45.28021191,-64.9519188,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
251,251,3,MS_T02,Transect,3120,58,1,30.779751,12779,13011,57000.53682,57998.14038,20240505, 22:47:39.8370,20240505, 22:51:31.8360,45.28019759,-64.95197052,45.27668136,-64.96338395,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
252,252,3,MS_T02,Transect,3120,59,1,31.633659,13012,13246,58002.35729,58999.63419,20240505, 22:51:32.8360,20240505, 22:55:26.8350,45.27666518,-64.96343229,45.27319868,-64.97478184,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.25647E-07,38,
253,253,3,MS_T02,Transect,3120,60,1,33.21694,13247,13477,59004.01972,59999.78345,20240505, 22:55:27.8350,20240505, 22:59:17.8340,45.27318477,-64.9748338,45.2696763,-64.98616907,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.70769E-07,38,
254,254,3,MS_T02,Transect,3120,61,1,36.617944,13478,13700,60003.96867,60999.41577,20240505, 22:59:18.8340,20240505, 23:03:00.8350,45.26966128,-64.98621745,45.26616312,-64.99751875,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.85603E-07,38,
255,255,3,MS_T02,Transect,3120,62,1,39.320624,13701,13927,61003.91044,61998.54747,20240505, 23:03:01.8460,20240505, 23:06:47.8360,45.2661445,-64.99756934,45.26264774,-65.00888119,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,9.04697E-08,38,
256,256,3,MS_T02,Transect,3120,63,1,32.665072,13928,14149,62002.97394,62999.93742,20240505, 23:06:48.8360,20240505, 23:10:29.8450,45.26263224,-65.0089322,45.25912651,-65.02032321,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.23476E-07,38,
257,257,3,MS_T02,Transect,3120,64,1,37.033154,14150,14361,63004.13688,63995.35293,20240505, 23:10:30.8350,20240505, 23:14:01.8360,45.25911109,-65.02037169,45.25563431,-65.03167258,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
258,258,3,MS_T02,Transect,3120,65,1,39.673108,14362,14572,64000.30818,64996.07032,20240505, 23:14:02.8370,20240505, 23:17:32.8360,45.2556159,-65.03171978,45.25206987,-65.04311526,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
259,259,3,MS_T02,Transect,3120,66,1,38.895519,14573,14705,65000.93659,65635.45099,20240505, 23:17:33.8460,20240505, 23:19:45.8350,45.25205233,-65.04317137,45.24983746,-65.05042213,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,7.7673E-07,38,
260,260,4,MS_T03,Transect,3120,68,1,34.037099,15066,15188,67449.88144,67998.76372,20240505, 23:25:46.8340,20240505, 23:27:48.8340,45.2640326,-65.04953211,45.26526871,-65.04299289,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
261,261,4,MS_T03,Transect,3120,69,1,34.115266,15189,15423,68003.14616,68999.52085,20240505, 23:27:49.8340,20240505, 23:31:43.8350,45.26528367,-65.04294133,45.26870877,-65.03160605,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
262,262,4,MS_T03,Transect,3120,70,1,32.370659,15424,15655,69003.79362,69995.26819,20240505, 23:31:44.8340,20240505, 23:35:35.8340,45.26872205,-65.03155522,45.27217953,-65.02029261,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,9.00045E-08,38,
263,263,4,MS_T03,Transect,3120,71,1,30.662095,15656,15884,70000.64726,70998.24713,20240505, 23:35:36.8360,20240505, 23:39:24.8350,45.27219552,-65.02022866,45.27566038,-65.00890832,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.83396E-08,38,
264,264,4,MS_T03,Transect,3120,72,1,32.814897,15885,16115,71002.65025,71999.45425,20240505, 23:39:25.8350,20240505, 23:43:15.8360,45.27567792,-65.00885843,45.27914548,-64.9975376,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.64785E-07,38,
265,265,4,MS_T03,Transect,3120,73,1,30.3324,16116,16351,72004.15553,72995.98662,20240505, 23:43:16.8370,20240505, 23:47:11.8350,45.27916302,-64.9974832,45.28265296,-64.986225,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.1971E-07,38,
266,266,4,MS_T03,Transect,3120,74,1,28.446236,16352,16597,73000.44246,73998.91522,20240505, 23:47:12.8350,20240505, 23:51:17.8350,45.28266726,-64.9861723,45.28613907,-64.97481534,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.77286E-07,38,
267,267,4,MS_T03,Transect,3120,75,1,28.020864,16598,16844,74001.33318,74999.92096,20240505, 23:51:18.8360,20240505, 23:55:24.8340,45.28615236,-64.97479291,45.28964785,-64.96343303,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.19797E-07,38,
268,268,4,MS_T03,Transect,3120,76,1,27.769666,16845,17069,75005.15477,75999.4683,20240505, 23:55:25.8340,20240505, 23:59:09.8340,45.28966967,-64.96337399,45.29311658,-64.95209684,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.71639E-07,38,
269,269,4,MS_T03,Transect,3120,77,1,27.673886,17070,17299,76003.78229,76997.06717,20240505, 23:59:10.8350,20240506, 00:02:59.8340,45.29313163,-64.95204673,45.29657743,-64.94069184,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.26932E-05,38,
270,270,4,MS_T03,Transect,3120,78,1,27.356624,17300,17526,77001.25142,77996.89932,20240506, 00:03:00.8350,20240506, 00:06:46.8340,45.29658923,-64.9406415,45.30012178,-64.92935144,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.41457E-06,38,
271,271,4,MS_T03,Transect,3120,79,1,27.122557,17527,17750,78001.01282,78998.96517,20240506, 00:06:47.8350,20240506, 00:10:30.8340,45.3001384,-64.92930487,45.30363929,-64.91793555,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,7.31519E-07,38,
272,272,4,MS_T03,Transect,3120,80,1,26.550517,17751,17990,79003.07457,79996.62345,20240506, 00:10:31.8350,20240506, 00:14:30.8340,45.303651,-64.91788623,45.307126,-64.9065479,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.12839E-05,38,
273,273,4,MS_T03,Transect,3120,81,1,25.662852,17991,18235,80000.97512,80999.91814,20240506, 00:14:31.8340,20240506, 00:18:35.8340,45.3071377,-64.90649524,45.31060538,-64.89510735,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,9.36747E-05,38,
274,274,4,MS_T03,Transect,3120,82,1,22.601105,18236,18481,81003.40084,81999.70491,20240506, 00:18:36.8350,20240506, 00:22:41.8350,45.31062033,-64.89507176,45.3141088,-64.88369477,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.22826E-06,38,
275,275,4,MS_T03,Transect,3120,83,1,20.55811,18482,18724,82002.14644,82996.64564,20240506, 00:22:42.8340,20240506, 00:26:44.8350,45.31412375,-64.88367324,45.31759223,-64.87233458,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.97678E-05,38,
276,276,4,MS_T03,Transect,3120,84,1,21.358389,18725,18969,83001.04381,83996.57636,20240506, 00:26:45.8340,20240506, 00:30:49.8350,45.31760717,-64.87228304,45.32108464,-64.86091942,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.39003E-05,38,
277,277,4,MS_T03,Transect,3120,85,1,20.816781,18970,19207,84001.04606,84999.97196,20240506, 00:30:50.8340,20240506, 00:34:47.8450,45.3210995,-64.8608665,45.32459913,-64.84956071,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.74599E-05,38,
278,278,4,MS_T03,Transect,3120,86,1,20.59652,19208,19219,85003.71034,85050.6864,20240506, 00:34:48.8350,20240506, 00:34:59.8340,45.32461401,-64.84952358,45.32481028,-64.84902143,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.79586E-07,38,
279,279,5,MS_T04,Transect,3120,87,1,21.144071,19558,19569,86948.69448,86998.94231,20240506, 00:40:38.8350,20240506, 00:40:49.8350,45.33257667,-64.86881067,45.33224704,-64.86921928,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,7.24886E-08,38,
280,280,5,MS_T04,Transect,3120,88,1,21.403166,19570,19793,87003.21195,87995.55972,20240506, 00:40:50.8370,20240506, 00:44:33.8350,45.33221565,-64.86924976,45.3281057,-64.88005469,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.34653E-06,38,
281,281,5,MS_T04,Transect,3120,89,1,21.97899,19794,20019,88000.07409,88997.38322,20240506, 00:44:34.8360,20240506, 00:48:19.8350,45.32808908,-64.88010685,45.32458738,-64.89154249,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.48041E-06,38,
282,282,5,MS_T04,Transect,3120,90,1,22.800478,20020,20240,89001.41989,89997.08832,20240506, 00:48:20.8350,20240506, 00:52:00.8350,45.3245707,-64.891588,45.32110065,-64.90301938,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.64367E-06,38,
283,283,5,MS_T04,Transect,3120,91,1,22.948359,20241,20468,90001.78811,90996.96245,20240506, 00:52:01.8360,20240506, 00:55:48.8350,45.32108556,-64.90306941,45.31758166,-64.91446669,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.44282E-06,38,
284,284,5,MS_T04,Transect,3120,92,1,24.195291,20469,20699,91001.23017,91995.47646,20240506, 00:55:49.8370,20240506, 00:59:39.8370,45.31756545,-64.91451577,45.31411992,-64.92593244,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,6.15268E-06,38,
285,285,5,MS_T04,Transect,3120,93,1,25.158688,20700,20924,92001.07178,92996.75427,20240506, 00:59:40.8360,20240506, 01:03:24.8360,45.31410296,-64.92599957,45.31061825,-64.9373541,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.12973E-05,38,
286,286,5,MS_T04,Transect,3120,94,1,25.983025,20925,21153,93001.17369,93999.74224,20240506, 01:03:25.8350,20240506, 01:07:13.8350,45.31060366,-64.93740601,45.30710374,-64.948837,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.72081E-05,38,
287,287,5,MS_T04,Transect,3120,95,1,26.468186,21154,21388,94004.22769,94996.24042,20240506, 01:07:14.8350,20240506, 01:11:08.8340,45.30708425,-64.94888639,45.3036069,-64.96015691,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,9.74115E-06,38,
288,288,5,MS_T04,Transect,3120,96,1,26.338731,21389,21618,95000.84649,95998.43488,20240506, 01:11:09.8350,20240506, 01:14:58.8340,45.30359195,-64.96021109,45.30013026,-64.97153816,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.45977E-06,38,
289,289,5,MS_T04,Transect,3120,97,1,25.843168,21619,21854,96003.0265,96999.85938,20240506, 01:14:59.8460,20240506, 01:18:54.8340,45.30011663,-64.971589,45.2966351,-64.98292602,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.21029E-06,38,
290,290,5,MS_T04,Transect,3120,98,1,25.426407,21855,22083,97003.97695,97998.98566,20240506, 01:18:55.8350,20240506, 01:22:43.8340,45.29661561,-64.98297015,45.2932013,-64.99423863,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.06032E-05,38,
291,291,5,MS_T04,Transect,3120,99,1,24.273637,22084,22305,98002.82084,98996.5384,20240506, 01:22:44.8340,20240506, 01:26:25.8450,45.29318674,-64.99428275,45.28971484,-65.0056357,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.39982E-05,38,
