,Ground,id,Date,Survey.No,No_jars,Abundance,Lengthmm,category,MinLength,MaxLength,MeanLength,SD,Larv_per_jar,Density,hatchDate,MINspawnDate,MAXspawnDate,Julian,JulianMin,JulianMax,LastLength,Day,Month,Year,Condition,Yolk_sac,Preservative,ARC_Count,ARC_Notes,X,Y,TowTime,AvgTowDepth,MaxTowDepth,CTDTemp,CTDSalinity,Volume,TowID,TowReplicate,TowNo,MeanLengthAdjustment,AdjustedMeanAgeInDays,Lon1,Lat1,Lon2,Lat2
446,SB,SB2018-01,2018-06-09,1,1,22,5.64,1,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-30,2018-05-16,160,150,136,5.64,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
447,SB,SB2018-01,2018-06-09,1,1,22,5.9,1,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-30,2018-05-16,160,150,136,5.9,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
448,SB,SB2018-01,2018-06-09,1,1,22,4.71,1,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-30,2018-05-16,160,150,136,4.71,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
449,SB,SB2018-01,2018-06-09,1,1,22,7.37,1,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-30,2018-05-16,160,150,136,7.37,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
450,SB,SB2018-01,2018-06-09,1,1,22,10.3,2,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-16,2018-04-25,160,136,115,10.3,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
451,SB,SB2018-01,2018-06-09,1,1,22,9.31,2,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-16,2018-04-25,160,136,115,9.31,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
452,SB,SB2018-01,2018-06-09,1,1,22,8.21,2,2.29,10.3,6.595454545,1.562000327,22,0.208144594,2018-05-30,2018-05-16,2018-04-25,160,136,115,8.21,9,6,2018,G,NA,70% alcohol,26,NA,-65.7158,45.065835,10,3,4,7.644009602,31.17758203,105.6957549,14,FALSE,1,7.054904545,8.562102273,-66.2283,45.065,-65.2033,45.06667
453,SB,SB2017-06,2017-09-08,7,1,192,8.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
454,SB,SB2017-06,2017-09-08,7,1,192,14.375,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-4.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
455,SB,SB2017-06,2017-09-08,7,1,192,10.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
456,SB,SB2017-06,2017-09-08,7,1,192,14.625,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-4.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
457,SB,SB2017-06,2017-09-08,7,1,192,10.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
458,SB,SB2017-06,2017-09-08,7,1,192,12.25,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-6.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
459,SB,SB2017-06,2017-09-08,7,1,192,11.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-7.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
460,SB,SB2017-06,2017-09-08,7,1,192,7.875,1,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-29,2017-08-15,251,241,227,-10.845,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
461,SB,SB2017-06,2017-09-08,7,1,192,13.5,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-5.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
462,SB,SB2017-06,2017-09-08,7,1,192,12.75,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-5.97,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
463,SB,SB2017-06,2017-09-08,7,1,192,9.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
464,SB,SB2017-06,2017-09-08,7,1,192,8.5,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
465,SB,SB2017-06,2017-09-08,7,1,192,8.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
466,SB,SB2017-06,2017-09-08,7,1,192,8.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
467,SB,SB2017-06,2017-09-08,7,1,192,9.5,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
468,SB,SB2017-06,2017-09-08,7,1,192,10.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
469,SB,SB2017-06,2017-09-08,7,1,192,9.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
470,SB,SB2017-06,2017-09-08,7,1,192,9,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
471,SB,SB2017-06,2017-09-08,7,1,192,7.75,1,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-29,2017-08-15,251,241,227,-10.97,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
472,SB,SB2017-06,2017-09-08,7,1,192,9.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
473,SB,SB2017-06,2017-09-08,7,1,192,9,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
474,SB,SB2017-06,2017-09-08,7,1,192,9.5,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
475,SB,SB2017-06,2017-09-08,7,1,192,15.125,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
476,SB,SB2017-06,2017-09-08,7,1,192,8.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
477,SB,SB2017-06,2017-09-08,7,1,192,20.375,4,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-04,2017-05-23,251,185,143,1.655,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
478,SB,SB2017-06,2017-09-08,7,1,192,16.625,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-2.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
479,SB,SB2017-06,2017-09-08,7,1,192,14,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-4.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
480,SB,SB2017-06,2017-09-08,7,1,192,11.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-7.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
481,SB,SB2017-06,2017-09-08,7,1,192,8.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
482,SB,SB2017-06,2017-09-08,7,1,192,15.625,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
483,SB,SB2017-06,2017-09-08,7,1,192,15,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
484,SB,SB2017-06,2017-09-08,7,1,192,15.875,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-2.845,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
485,SB,SB2017-06,2017-09-08,7,1,192,14.375,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-4.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
486,SB,SB2017-06,2017-09-08,7,1,192,15,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
487,SB,SB2017-06,2017-09-08,7,1,192,15.5,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
488,SB,SB2017-06,2017-09-08,7,1,192,9,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
489,SB,SB2017-06,2017-09-08,7,1,192,9.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
490,SB,SB2017-06,2017-09-08,7,1,192,9,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
491,SB,SB2017-06,2017-09-08,7,1,192,8.875,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.845,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
492,SB,SB2017-06,2017-09-08,7,1,192,10.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
493,SB,SB2017-06,2017-09-08,7,1,192,24.125,4,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-04,2017-05-23,251,185,143,5.405,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
494,SB,SB2017-06,2017-09-08,7,1,192,8.25,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
495,SB,SB2017-06,2017-09-08,7,1,192,7.5,1,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-29,2017-08-15,251,241,227,-11.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
496,SB,SB2017-06,2017-09-08,7,1,192,8.5,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
497,SB,SB2017-06,2017-09-08,7,1,192,15.625,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-3.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
498,SB,SB2017-06,2017-09-08,7,1,192,8.75,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.97,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
499,SB,SB2017-06,2017-09-08,7,1,192,9.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
500,SB,SB2017-06,2017-09-08,7,1,192,9.875,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.845,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
501,SB,SB2017-06,2017-09-08,7,1,192,10.25,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
502,SB,SB2017-06,2017-09-08,7,1,192,16.25,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-2.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
503,SB,SB2017-06,2017-09-08,7,1,192,9.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
504,SB,SB2017-06,2017-09-08,7,1,192,8.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
505,SB,SB2017-06,2017-09-08,7,1,192,21.75,4,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-04,2017-05-23,251,185,143,3.03,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
506,SB,SB2017-06,2017-09-08,7,1,192,10,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
507,SB,SB2017-06,2017-09-08,7,1,192,20,4,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-04,2017-05-23,251,185,143,1.28,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
508,SB,SB2017-06,2017-09-08,7,1,192,9.25,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
509,SB,SB2017-06,2017-09-08,7,1,192,10.125,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
510,SB,SB2017-06,2017-09-08,7,1,192,8.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
511,SB,SB2017-06,2017-09-08,7,1,192,8.75,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.97,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
512,SB,SB2017-06,2017-09-08,7,1,192,15.75,3,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-07-25,2017-07-04,251,206,185,-2.97,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
513,SB,SB2017-06,2017-09-08,7,1,192,9.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
514,SB,SB2017-06,2017-09-08,7,1,192,9.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-9.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
515,SB,SB2017-06,2017-09-08,7,1,192,10.25,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.47,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
516,SB,SB2017-06,2017-09-08,7,1,192,7.125,1,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-29,2017-08-15,251,241,227,-11.595,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
517,SB,SB2017-06,2017-09-08,7,1,192,10,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
518,SB,SB2017-06,2017-09-08,7,1,192,8.375,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.345,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
519,SB,SB2017-06,2017-09-08,7,1,192,10,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
520,SB,SB2017-06,2017-09-08,7,1,192,8.5,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-10.22,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
521,SB,SB2017-06,2017-09-08,7,1,192,11.625,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-7.095,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
522,SB,SB2017-06,2017-09-08,7,1,192,10,2,6.875,24.125,10.07486979,3.085710074,192,NA,2017-08-29,2017-08-15,2017-07-25,251,227,206,-8.72,8,9,2017,G,NA,4% formalin,NA,NA,-65.235,45.0583,10,NA,NA,NA,NA,NA,10,FALSE,1,10.9883457,24.95144043,-65.235,45.0583,NA,NA
